"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.143902127242909,0.264604017415268,0.589056821928843,0.334666881613458,0.403697168686273,0.392192135734069,0.292339996854043,0.339666575557114,0.194310719757172,0.348422609803029
0.0201768624861063,0.231330808156656,0.538159910335468,0.528134804181002,0.188627809410515,0.206433578768208,0.294294537629714,0.220522309980489,0.3537748377623,0.393971817431043
0.105228053221206,0.099553427274876,0.0591339829668007,-0.0833725334255413,0.292039465217898,0.10270071368398,0.103945631968753,-0.0540701201529051,-0.147861489499716,-0.0708896453366792
-0.233041639347186,0.10565764127737,0.0796168099666888,0.282648194387627,0.143044919663299,0.00943094062108308,0.0579346677052455,0.0126971687179571,-0.00944550517117548,0.167936549891848
0.213607771284836,0.387713699091273,-0.360175446998948,0.0835225984320934,-0.138964503263578,0.0499918980823363,-0.35244333248061,0.0922672684982304,0.231891107860124,-0.0567039383341639
0.347949175476703,0.0566966563636147,-0.0192548158714976,0.0524698635442645,0.123226243847548,0.0792967063699453,-0.0701037643599916,-0.166376480495141,0.22306036834663,-0.232023830117859
0.470477483845005,0.255836051621743,0.543677484541452,0.318692139488348,0.416699177082453,0.389278303601463,0.0685755500614946,0.175756717937677,0.387374006867492,0.0884971984750853
0.622100119581912,0.64010809279285,0.186737800011587,0.447807334358277,0.328667096062725,0.347621057821324,0.345181017419759,0.264297749724845,0.571895214815342,0.369953739330027
0.0892645299767201,-0.0360513181199599,-0.0241092114207217,0.152660952934284,-0.117319210481723,0.183643495441994,-0.0963302418531804,-0.0116056139360284,0.0372506828329527,-0.0331383290723521
0.278280299776394,0.333473450662799,0.174663370287149,-0.0172175267819468,-0.119878125722479,0.0954191817742471,0.0394502331268234,-0.1707007160419,0.114367521673863,0.0792501426493025
0.0854270586766827,0.298177926623969,0.680832734201424,0.610691270400411,0.21289300219578,0.319995301344381,0.168908246760144,0.526328861400994,0.145512016640621,0.334771369412724
-0.153619040315128,0.107480935564782,0.570011029110315,0.642189044030073,0.221649387375218,0.153934061110417,0.14178320513574,0.319265923521333,0.696657419851835,0.429550242827439
0.396905481268669,0.0917351500924176,0.161423329012765,-0.204802773813613,0.103730734446785,0.331210709160656,0.153340271858751,-0.197190243026595,-0.339371168960024,-0.0054662691589989
-0.259998077509526,0.178794334986631,-0.124617887872666,0.454833301450632,0.161761069499586,-0.121444302169994,-0.20209213207766,0.0753535008541572,0.0133077213245383,0.258246901909555
0.18984188277104,0.317362075804341,0.00196257233134589,-0.140250646925364,0.354729778159068,0.580103150370937,-0.200278585463721,0.0784023476496676,0.284447422216051,0.33055242603421
0.492043840389061,0.0362433315410832,-0.0121916920327519,0.0654804879468068,0.160555600185485,0.306271406847131,0.0466598381717725,-0.233249012227494,0.200576850134245,-0.208115597799219
0.535928734809014,0.0789012660107598,0.716262736207851,0.277892996033093,0.380139696034,0.607384809124193,0.132652602057948,0.0998629112700342,0.575710870342527,0.194235036925092
0.60604568290815,0.866137997707748,0.200790145173303,0.560876123102178,0.190161502109054,0.511954659055104,0.363997554191039,0.152076224767357,0.4722793358568,0.420992172513113
0.0657184319073442,-0.0733579119116488,0.0208445003214235,0.15836908217419,-0.143057018397005,0.208426834890309,-0.12449477541238,0.030483560881259,0.0287718504683045,-0.209239676686789
0.34892903742116,0.491284128400612,0.221719976193601,0.176660591552481,-0.165672864428653,0.124819059667132,-0.0914908291981083,-0.179418022286696,-0.0481528711174597,0.0644167088275873
0.00235119718681975,0.307151042909034,0.748007853550367,0.862114866263726,-0.0025119572183492,0.223197674031057,0.0208757037426085,0.688390354321238,0.0721125206004328,0.296519336098782
-0.33428684744029,-0.0232408413510188,0.594990243561234,0.749371379555217,0.247799061015994,0.0945626391286999,-0.0176000316821613,0.411137632738249,1.03266809761744,0.458256763899907
0.70092036626188,0.0962543298557067,0.276050132004476,-0.313895557255937,-0.0722405393785804,0.572058161583079,0.215072368694496,-0.327972908954538,-0.518543391474584,0.0722945639644289
-0.283186441148404,0.255699103219353,-0.325084511188558,0.630786483037099,0.184245293859335,-0.248551470437609,-0.458350857337103,0.141777907513819,0.039829022343714,0.352325328450724
