"x"
0.201012321863078
0.120556660134185
0.300672972458232
3.20004552631933e-10
0.0745131323514643
-1.74587924224068e-10
-2.65779410254185e-10
-6.69382147402301e-10
-7.56361304550933e-10
0.0751741021353106
2.32046477900893e-10
0.177096665418857
-9.84605358599139e-10
0.0509742544618213
-7.8766279857321e-10
-7.24544580912126e-10
-1.99190855242572e-09
-1.72452742072614e-09
-9.69562014231e-10
-1.0006843828517e-09
-1.39672457380884e-09
-1.69579210375368e-09
-2.5562369677695e-09
-1.26824853442007e-09
-1.24749354310412e-09
-1.29097597882699e-09
-1.2246898668241e-09
-2.02806118106188e-09
-1.4326811886747e-09
-2.0235946202986e-09
-2.66035125755593e-09
-2.43066750908227e-09
-2.22750581758028e-09
-3.21137006018185e-09
-3.26163527498264e-09
-3.64718057728941e-09
-3.77563680392423e-09
-3.77769583526892e-09
-3.71630656952762e-09
-5.10758472891092e-09
-4.19516294747246e-09
-6.6861816032298e-09
-4.41856527725576e-09
-5.98554852833256e-09
-6.21314530121788e-09
-5.69128792745093e-09
-4.72730720554578e-09
-5.63230028974596e-09
-5.78797151728006e-09
